Category,Date,Sales_Volume,Price,Market_Trend_Index,Competitor_Activity_Score,Consumer_Confidence_Index
Smartphone,2009-01-01,51.27272727272727,124.44181818181818,0.6220396631174235,-0.059335217376326625,71.88506822553744
Smartphone,2009-01-02,49.5,130.655,-1.0980471635953264,0.04928402763429335,76.51074190598564
Smartphone,2009-01-03,63.0,87.624,-0.10085016309536972,0.10376119458444055,79.58365361004064
Smartphone,2009-01-04,68.8,109.298,0.6971272790222524,-0.4711719304519617,70.90127293455268
Smartphone,2009-01-05,41.5,119.00999999999999,0.6040060012648708,-0.16033866315421752,75.44209835510657
Smartphone,2009-01-06,61.0,121.21,-0.6329484222156301,-0.2290210766254796,77.3191670418524
Smartphone,2009-01-07,48.333333333333336,118.89666666666666,0.4502481615109161,0.07115188343797434,65.31806588819651
Smartphone,2009-01-08,65.66666666666667,101.03666666666668,-0.11760698017525835,0.8003119734294138,76.90387372459165
Smartphone,2009-01-09,55.0,95.72454545454546,-0.021387343758192845,0.15689026371557918,73.06770976358274
Smartphone,2009-01-10,54.333333333333336,93.29,-0.0448461698505758,0.188608044997564,54.42998064090606
Smartphone,2009-01-11,58.75,100.33,-0.2014544100247234,0.1811096125099072,71.37577195348187
Smartphone,2009-01-12,49.38461538461539,89.9276923076923,0.4666277347689543,0.3440515091648797,70.98293940402613
Smartphone,2009-01-13,69.0,56.040000000000006,0.04115221477834652,0.582386649378793,69.82563812507684
Smartphone,2009-01-14,43.5,130.64,-2.351008772106435,-0.45755906611211733,45.21338224964151
Smartphone,2009-01-15,64.28571428571429,119.24571428571429,0.07873334921226802,0.5339098523107831,60.748578326004726
Smartphone,2009-01-16,44.833333333333336,115.05333333333333,0.4265367083057177,-0.02056879577803361,65.81835210724638
Smartphone,2009-01-17,52.714285714285715,125.80857142857143,-0.12673020275686395,0.4049399466211728,76.36605200333268
Smartphone,2009-01-18,61.266666666666666,112.482,0.045713612216284165,0.27518999260602256,71.48426532380067
Smartphone,2009-01-19,43.888888888888886,104.90666666666667,0.5926141468627417,-0.34649198075036547,69.62056762118065
Smartphone,2009-01-20,35.666666666666664,106.35666666666667,-0.018405188454489203,0.22685676349108128,69.09697374322566
Smartphone,2009-01-21,53.214285714285715,97.12214285714286,0.19705109703965668,0.045645765848148834,62.39982097498192
Smartphone,2009-01-22,37.57142857142857,90.55142857142857,0.22462689695422547,-0.02673516637927279,72.55070222545666
Smartphone,2009-01-23,53.0,118.48333333333332,0.12282622632364,-0.2523082846671903,72.330208065074
Smartphone,2009-01-24,42.888888888888886,116.60444444444445,0.07654946772210958,0.24387884309843935,72.02274658550206
Smartphone,2009-01-25,52.166666666666664,107.73333333333333,0.3325275541970354,-0.37646256401127126,67.75207679547572
Smartphone,2009-01-26,46.90909090909091,74.42454545454545,-0.417530618491584,-0.11430876596522314,58.395105247118885
Smartphone,2009-01-27,54.3125,104.829375,0.2589893346716519,0.029224194658360562,74.1078464432875
Smartphone,2009-01-28,66.11111111111111,100.59777777777778,-0.11750091151593783,0.04726298697392443,67.32882315524246
Smartphone,2009-01-29,53.0,155.16,0.030111808394775497,0.42769309008148665,71.02359883681049
Smartphone,2009-01-30,78.66666666666667,136.63666666666666,-0.44893281202572594,0.6117729073346089,75.87925773645763
Smartphone,2009-01-31,64.57142857142857,88.72714285714287,-0.3547726782873702,0.9745270216460883,72.44776653640966
Smartphone,2009-02-01,45.4,94.175,-0.33357646511129163,-0.16786302925259572,62.66281697893328
Smartphone,2009-02-02,76.88888888888889,137.14999999999998,-0.5658723813091083,-0.062425093531675274,73.16640638726291
Smartphone,2009-02-03,79.0,125.79,0.5510049317081434,-0.5364071259495984,54.51692468938082
Smartphone,2009-02-04,65.71428571428571,99.32000000000001,0.14562833427297536,0.5027715322734376,67.3628434159422
Smartphone,2009-02-05,63.57142857142857,112.63142857142857,1.0298299332383591,0.1786330660355741,69.73953742657974
Smartphone,2009-02-06,59.0,122.28200000000001,0.17832930129225097,-0.6000937515289015,74.13139791260434
Smartphone,2009-02-07,65.0,100.28500000000001,-0.12521988119108868,0.061877123523149315,73.44687802983636
Smartphone,2009-02-08,71.25,90.85,0.1228152139475166,-0.5871772042039505,65.17904217804394
Smartphone,2009-02-09,68.33333333333333,77.27,-0.6553584151289359,-0.5268822699786126,66.08988543706326
Smartphone,2009-02-10,60.57142857142857,103.38714285714286,-0.035722710539688896,0.10092974900636768,56.453072199721355
Smartphone,2009-02-11,65.125,102.5925,0.040878965712889515,-0.09301437117317586,67.19256309525097
Smartphone,2009-02-12,72.61538461538461,107.95846153846153,0.10729488467212595,0.45285681737677447,72.47349033954495
Smartphone,2009-02-13,70.45454545454545,95.34727272727272,0.05740893645746055,-0.3311752402687059,66.52101457960033
Smartphone,2009-02-14,71.5,133.54749999999999,-0.3869495420290253,0.3786717611530767,63.5755714196256
Smartphone,2009-02-15,73.77777777777777,88.75,-0.5388621298457272,-0.13621694799220369,69.32960172825922
Smartphone,2009-02-16,50.0,89.175,0.4612112698217536,-0.7994102659288576,68.3021957082109
Smartphone,2009-02-17,64.0,110.58,-0.18870284494168935,0.34894787416491346,71.727381532156
Smartphone,2009-02-18,68.2,109.968,-0.23509011910378738,0.09194025846338301,64.7247726031338
Smartphone,2009-02-19,63.0,101.18,0.33228135635693934,0.3037080031804131,63.486681505183384
Smartphone,2009-02-20,50.6,119.176,0.6301516014820254,0.6061036219415777,63.96258533846848
Smartphone,2009-02-21,59.6,123.328,0.1457095445951408,-0.576219942295545,72.81763916693728
Smartphone,2009-02-22,80.06666666666666,131.30533333333332,0.13883801376886604,0.34033046818765855,73.36394684393984
Smartphone,2009-02-23,65.3125,94.410625,-0.36100703804593437,0.3284091637199587,70.08987684292224
Smartphone,2009-02-24,65.75,99.3025,0.15401869080612343,0.16705761030916633,62.99632443233099
Smartphone,2009-02-25,57.888888888888886,99.69,-0.5199205745389054,0.32704409731724715,76.89882050555555
Smartphone,2009-02-26,28.0,122.76,-0.3464034191725982,-0.779035187384024,85.12888135627236
Smartphone,2009-02-27,77.0,102.58166666666666,-0.17033739950823867,-0.27939918600199304,72.1670961551955
Smartphone,2009-02-28,58.666666666666664,82.17666666666666,-0.5529592488891947,0.9563400293452315,73.25431497027914
Smartphone,2009-03-01,77.16666666666667,100.58833333333332,-0.19677715965757217,-0.4626781156289535,69.22904528104588
Smartphone,2009-03-02,85.6,114.47,0.06443066397842556,-0.03474957890311794,71.84187693241898
Smartphone,2009-03-03,98.0,72.32,-0.408481043544348,0.2276538812817308,46.41260272348686
Smartphone,2009-03-04,87.4,114.23400000000001,0.17419138101095485,0.23330694352736572,70.9800807816197
Smartphone,2009-03-05,72.66666666666667,105.82333333333332,0.35133916930348935,-0.1659583500801158,65.15514040976008
Smartphone,2009-03-06,73.7,112.70899999999999,-0.2256340141019372,-0.032309714905046895,73.18083917035777
Smartphone,2009-03-07,70.14285714285714,117.21000000000001,-0.1393182889474658,-0.23897719000457274,77.91709952114122
Smartphone,2009-03-08,72.66666666666667,115.53444444444443,-0.4049582500831545,0.3395501033608993,74.31804446509724
Smartphone,2009-03-09,66.21428571428571,83.67357142857144,0.25948683381459914,0.09170489083873513,69.27291494999982
Smartphone,2009-03-10,76.22222222222223,106.71333333333332,0.4227957086528902,0.5714182431140485,65.26400828194423
Smartphone,2009-03-11,72.0,107.62333333333333,-0.6942307459098149,-0.11269682881163197,71.90481651814757
Smartphone,2009-03-12,67.0,103.80250000000001,0.5553036831168388,-0.3308995298090056,70.63084462124868
Smartphone,2009-03-13,101.25,128.95,-0.5438858473282705,0.31339490321353103,77.1095726450009
Smartphone,2009-03-14,82.0,116.11285714285715,-0.05645239433700784,-0.025516028337062343,64.13089947222042
Smartphone,2009-03-15,91.33333333333333,93.23333333333335,-0.548614440306219,-0.49760095486416295,60.11342362212528
Smartphone,2009-03-16,110.0,119.758,0.09679136813917474,-0.3382645681482151,73.55810067582824
Smartphone,2009-03-17,76.0,107.20857142857143,-0.47121492512790786,0.3289818872717291,81.82280544376461
Smartphone,2009-03-18,88.21428571428571,114.61285714285714,-0.10782725201173475,-0.2587848500866119,74.0066956892002
Smartphone,2009-03-19,78.5,131.02,0.10255362661613476,0.4396812188343973,61.6232799028059
Smartphone,2009-03-20,50.25,100.21875,0.35984473015548907,-0.0960784283145148,73.28355961188217
Smartphone,2009-03-21,93.66666666666667,96.00166666666667,-0.6258133249356604,-0.6500748101623274,77.30866035928494
Smartphone,2009-03-22,50.5,117.69,0.2600436575427309,0.2120469280085263,69.03636020760818
Smartphone,2009-03-23,78.22222222222223,119.60333333333334,0.05190729581404287,-0.09472434022410232,75.22540247704337
Smartphone,2009-03-24,91.125,104.375,0.6944654115692442,0.01614992735711456,71.78473469723383
Smartphone,2009-03-25,86.0,104.77416666666666,0.22107415552719098,0.5123283050425871,75.42368962867607
Smartphone,2009-03-26,82.6923076923077,98.41230769230768,-0.40602443047851344,0.43859305131525794,68.77979129822461
Smartphone,2009-03-27,84.15384615384616,101.02384615384615,0.41445331999699087,0.5383466399336394,72.52085918956837
Smartphone,2009-03-28,100.54545454545455,100.60181818181817,0.14616606012581634,-0.14186795038080108,73.37703764327097
Smartphone,2009-03-29,84.125,104.14375,-0.5765673638149393,-0.026069927612041473,64.01604130846972
Smartphone,2009-03-30,76.0,157.84,0.6899027782533136,-0.1187367791475967,73.59764982177926
Smartphone,2009-03-31,90.6,110.822,0.10435769112859379,-0.47954076304930454,67.47872512334548
Smartphone,2009-04-01,111.0,68.83,1.3768640977028557,-0.6606126374537882,87.5759534027455
Smartphone,2009-04-02,110.71428571428571,103.45142857142856,-0.23082488307850152,-0.15558785879580683,67.72030074128311
Smartphone,2009-04-03,96.85714285714286,87.96142857142857,0.5649476941558792,0.40395794016183256,78.35490515311042
Smartphone,2009-04-04,73.8,132.128,-0.19002995037316645,0.2011163158198786,66.5227526488803
Smartphone,2009-04-05,98.6,83.92,0.2830583302820955,0.3446963899047375,81.86117600908669
Smartphone,2009-04-06,91.4,109.628,-0.4576509632358333,-0.1674322870123399,66.48273655913303
Smartphone,2009-04-07,94.2,123.396,0.32807048567465225,-0.21584106413874302,68.29717463179318
